url,title,area,construct_date,rooms,has_elevator,has_parking,has_warehouse,type,city,floor,price_per_meter,price
https://divar.ir/v/آپارتمان-۷۰-متر-فاز-۱_آپارتمان_کرج_شهر-جدید-اندیشه_دیوار/gY9HQgMy,آپارتمان ۷۰ متر فاز ۱,70,1386,2,False,True,True,آپارتمان,شهر جدید اندیشه,2,17142000,1200000000
https://divar.ir/v/آپارتمان-۹۵-متری-واقع-در-برج-گلها-مارلیک_آپارتمان_کرج_ملارد_دیوار/gY9PQN10,آپارتمان ۹۵ متری واقع در برج گلها مارلیک,95,1380,2,True,True,True,آپارتمان,ملارد,4,11000000,1045000000
https://divar.ir/v/۱۰۵-متری-رو-به-نما-در-باغستان-غربی_آپارتمان_کرج_باغستان_دیوار/gY7H41mx,۱۰۵ متری رو به نما در باغستان غربی,105,1390,2,True,True,True,آپارتمان,باغستان,4,18095000,1900000000
https://divar.ir/v/پنجاه-متری-کابینت-های-گلاس-شیک-و-ارزنده-فاز-1_آپارتمان_کرج_شهر-جدید-اندیشه_دیوار/gYlnzuzf,پنجاه متری/کابینت های گلاس/شیک و ارزنده/فاز 1,50,1395,1,False,True,True,آپارتمان,شهر جدید اندیشه,2,15200000,760000000
https://divar.ir/v/۱۱۳متر-فول-بلوار-مارلیک_آپارتمان_کرج_مارلیک_دیوار/gY9LA-62,۱۱۳متر/فول/بلوار مارلیک,113,1400,2,True,True,True,آپارتمان,مارلیک,1,13504000,1526000000
https://divar.ir/v/آپارتمان-۹۰متر_آپارتمان_کرج_منظریه_دیوار/gY673R9D,آپارتمان ۹۰متر,90,1392,2,False,False,False,آپارتمان,منظریه,1,7444000,670000000
https://divar.ir/v/متراژ-۱۰۰_آپارتمان_کرج_شاهین-ویلا_دیوار/gY9LA0_U,متراژ ۱۰۰,100,1383,2,False,True,True,آپارتمان,شاهین‌ویلا,3,17000000,1700000000
https://divar.ir/v/آپارتمان-۱۰۰-متری-فاز-۱-اندیشه_آپارتمان_کرج_شهر-جدید-اندیشه_دیوار/gY9LQuxi,آپارتمان ۱۰۰ متری، فاز ۱ اندیشه,100,1394,2,True,True,True,آپارتمان,شهر جدید اندیشه,5,18000000,1800000000
https://divar.ir/v/آپارتمان-۸۱متری-سنددار-اصلی-شاهین-ویلا_آپارتمان_کرج_شاهین-ویلا_دیوار/gY9HAB9l,آپارتمان ۸۱متری سنددار اصلی شاهین ویلا,81,1385,2,False,True,True,آپارتمان,شاهین‌ویلا,1,19753000,1600000000
https://divar.ir/v/اپارتمانها-یک-خوابه-هست_آپارتمان_کرج_مارلیک_دیوار/gY9LAjIj,اپارتمانها یک خوابه هست,50,1380,1,False,False,False,آپارتمان,مارلیک,3,17000000,850000000
